t_s,step_idx,n_drones,min_separation_m,max_separation_m,mean_separation_m,min_distance_to_goal_m,mean_distance_to_goal_m,max_distance_to_goal_m,mean_speed_ms,max_speed_ms
383.0,3830,5,5.637573226789588,9.21679516790304,7.433040149422513,84.53637090038582,88.79263188292909,93.52671553269826,10.424793344170276,10.431848390054595
384.0,3840,5,5.635772702635161,9.192234016035368,7.425641360242311,74.52945633468418,78.79106358182575,83.52203198506403,9.595463103795034,9.598106924277852
385.0,3850,5,5.648123964228155,9.19346221983296,7.424676927563816,65.34877592919878,69.61467133005654,74.33596111151715,8.780067175322616,8.78155872429766
386.0,3860,5,5.663567421345649,9.192714080029313,7.427071840308043,56.97312936545634,61.243773437608255,65.95195899883193,7.989924102870577,7.992115377473441
387.0,3870,5,5.67333443479767,9.190594762968388,7.42939242814379,49.37284397149953,53.64891426936426,58.34130836595075,7.233405533571944,7.235969055160397
388.0,3880,5,5.672253562328312,9.188022259262706,7.430216524989442,42.511311216875775,46.793657224977174,51.46773809553774,6.516439462253078,6.518849031971424
389.0,3890,5,5.67232945378611,9.185822669528457,7.429880468789165,36.34701513963681,40.6368575913501,45.29012512652261,5.842943415369723,5.84470695704867
390.0,3900,5,5.673065962158023,9.184015833864597,7.429260595100035,30.835612803429605,35.1344947902964,39.76410022792288,5.215199944385051,5.21613241113772
391.0,3910,5,5.674013884422453,9.18330159951878,7.428910789374872,25.93161698605825,30.24115756754984,34.84334501772877,4.6341785165322715,4.634439947457818
392.0,3920,5,5.6743080965198,9.183048413142755,7.428897294642406,21.589615429858004,25.911265972837242,30.480851057732377,4.099808868845327,4.100027287200306
393.0,3930,5,5.674780091614994,9.18302375184288,7.429036071787041,17.765232382588096,22.100096785661304,26.630052006357694,3.611212120069971,3.6113557635685365
394.0,3940,5,5.675073850090104,9.183039841701039,7.4291523150507315,14.416088468793177,18.76467261213302,23.245686909756735,3.1668951359191784,3.1669595153598267
395.0,3950,5,5.675034924100291,9.183095300664517,7.429185537500382,11.50298843718225,15.86459200823424,20.284362688711134,2.76491278894735,2.7649856225508764
396.0,3960,5,5.675102005598909,9.18309946446152,7.429162301236069,8.991665268418304,13.362932300295094,17.7048858416653,2.40300230745918,2.4030653236141473
397.0,3970,5,5.675192917181205,9.183049643061237,7.429129603190972,6.855854523509607,11.22747783736854,15.468458212992775,2.0786935145930188,2.078735823095799
398.0,3980,5,5.675271089075358,9.182997133458034,7.429113503775866,5.0836546951227355,9.432765887424654,13.538800226775095,1.7893983455256657,1.7894153916411906
399.0,3990,5,5.67530491332418,9.182959334843405,7.429114662608512,3.6914427970253394,7.963708693479551,11.882224214582806,1.5324826456671348,1.5324943021648967
400.0,4000,5,5.67531860651557,9.182934501891783,7.429122466313856,2.7471947089625206,6.820019722804948,10.467658461873395,1.305322901626186,1.305337297478337
401.0,4010,5,5.67533604826518,9.182917242967733,7.4291281836062115,2.352695319665037,6.007801176956856,9.26662088986095,1.1053502356311067,1.1053601359983876
402.0,4020,5,5.675345424962256,9.182913992154186,7.429129399762338,2.467925986414336,5.493654355015869,8.2531483928611,0.9300837032777126,0.9300878290511216
403.0,4030,5,5.675342829613686,9.18291443380901,7.429127924290985,2.854385247753638,5.18989008766496,7.40369350015881,0.7771546723608168,0.7771555514794882
404.0,4040,5,5.675342725495256,9.182911516795317,7.429126229850617,3.3116274547526072,5.0142619007263125,6.697000712266738,0.6443238249376576,0.6443246832896858
405.0,4050,5,5.675344075797446,9.182908636137235,7.4291255115320425,3.748688390730203,4.915118673304839,6.113972067747734,0.5294921140033296,0.5294928766881725
406.0,4060,5,5.675345637855859,9.182906843507613,7.429125663903281,4.13352842142215,4.862229360649791,5.637527933585326,0.43070681846991066,0.430707480014718
407.0,4070,5,5.67534678715709,9.182906055796888,7.429126092228152,4.45816324518722,4.837218334486589,5.252466297522712,0.346163673731653,0.3461641229456846
408.0,4080,5,5.675347020976483,9.182905735626456,7.429126368094695,4.724114298656852,4.828466434595219,4.945322270674671,0.27420590824638913,0.27420612700335006
409.0,4090,5,5.675346870446867,9.18290540121475,7.429126404641866,4.704228782109679,4.82854015470225,4.936578915305226,0.2133208875426554,0.21332107506257153
410.0,4100,5,5.675346922917042,9.182905497151102,7.42912631582791,4.5187792561693865,4.832759995975059,5.101980332940497,0.16213495418664475,0.16213509660313585
411.0,4110,5,5.6753470935623005,9.18290536915612,7.429126229501101,4.379893212882497,4.83829789994149,5.22688774103312,0.11940695393841769,0.11940705247861302
412.0,4120,5,5.675347238101398,9.182905231518415,7.429126198736452,4.279686032268749,4.843561483320295,5.317531917057978,0.08402085313237008,0.08402094631788053
413.0,4130,5,5.675347243106369,9.182905148571843,7.429126211142164,4.211344352606776,4.847762160711185,5.379597073878716,0.05497777892092524,0.054977840625396235
414.0,4140,5,5.675347303889569,9.182905107805997,7.4291262341674695,4.169008560995508,4.850613305533859,5.4181473732010845,0.03138775167669995,0.031387777890543055
415.0,4150,5,5.675347369312377,9.18290508414614,7.429126247195486,4.147663548146983,4.8521232351319545,5.437621131256775,0.012461334284979073,0.012461343285819475
416.0,4160,5,5.675347415336306,9.182905068518858,7.429126247725637,4.143038434282575,4.8524570939094955,5.44185920122975,0.0024990672741890705,0.0024990765760414457
417.0,4170,5,5.675347421074509,9.182905060359701,7.429126242579885,4.151515475719332,4.851847971167521,5.434149969429281,0.014105624634427069,0.014105634375949519
418.0,4180,5,5.675347424115695,9.182905051153101,7.429126238256146,4.170047949275255,4.8505424513198365,5.4172814256943,0.022895777263750527,0.022895782859287957
419.0,4190,5,5.675347422997679,9.182905046297632,7.429126237013525,4.196086536634258,4.848769647916032,5.393594999591564,0.02933707482892182,0.02933707850779863
420.0,4200,5,5.675347426391016,9.182905045542563,7.429126237872754,4.227513588674711,4.846725777802512,5.365038182316254,0.033835281153921704,0.03383528416709749
421.0,4210,5,5.67534743017679,9.182905047311829,7.429126239087698,4.262584605942878,4.844568624796194,5.333214285135831,0.03674073771438,0.0367407393264663
422.0,4220,5,5.675347431756056,9.182905047796295,7.429126239687752,4.2998762855646735,4.842417958464187,5.2994284708,0.03835442987232095,0.038354430492616914
423.0,4230,5,5.675347432727955,9.182905047671847,7.429126239645792,4.338240525510981,4.840359235957094,5.264729669218538,0.03893358645218588,0.03893358689570593
424.0,4240,5,5.675347432442028,9.182905046905262,7.429126239356272,4.376763824970328,4.8384488277897475,5.229948280137272,0.03869681416862992,0.03869681445112091
425.0,4250,5,5.675347432388879,9.18290504605111,7.429126239143557,4.414731565635451,4.836719656953491,5.19572974507727,0.03782877874245433,0.037828779016959586
426.0,4260,5,5.675347432712908,9.182905045464091,7.429126239098051,4.451596700179598,4.835186592057025,5.162564180487608,0.03648445020636677,0.03648445036891371
427.0,4270,5,5.675347433080641,9.182905045164102,7.429126239152407,4.486952411091231,4.8338512414642985,5.130812328837793,0.03479293378210449,0.03479293384861833
428.0,4280,5,5.675347433267125,9.18290504525699,7.4291262392154165,4.520508336354365,4.832705996559197,5.100728119632979,0.0328609103155104,0.03286091035691468
429.0,4290,5,5.675347433305057,9.182905045274788,7.429126239242547,4.552069989104545,4.831737298475991,5.07247814750894,0.030775711852212777,0.030775711882579247
430.0,4300,5,5.6753474332995335,9.182905045222986,7.429126239236764,4.581521027135,4.830928176566675,5.0461583759737785,0.028608058724809947,0.028608058740259883
431.0,4310,5,5.675347433281274,9.182905045158488,7.429126239220574,4.608808055343798,4.830260145305388,5.0218083672443345,0.02641448466973913,0.02641448468568289
432.0,4320,5,5.675347433285253,9.18290504511778,7.429126239210587,4.633927670274047,4.8297145615367985,4.999423324065015,0.024239476137892492,0.02423947615784392
433.0,4330,5,5.675347433300806,9.18290504510426,7.429126239209518,4.656915480880652,4.829273544748601,4.978964210700703,0.02211735122486224,0.02211735124293096
433.90000000000003,4339,5,5.675347433316923,9.18290504510039,7.429126239212661,4.675835364884766,4.828952331069838,4.962144514706764,0.020274124481021435,0.02027412449404458
